SCHOOL CODE,COUNTY,PUB/ PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE§,MMR1 ,2 MMR‡ 
7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER,56,0,0,56,47
7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY,37,0,5,32,32
7082746,SANTA CLARA,PRIVATE,,PALO ALTO,HEADS UP,10,0,1,9,9
7082472,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCH.  OF THE PENIN,66,0,2,64,64
6991376,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS SCH,36,0,0,35,35
6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,28,0,0,28,28
6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,44,0,0,44,44
6916431,SANTA CLARA,PRIVATE,,SAN JOSE,ACHIEVER CHRTN.,33,1,0,32,31
6924997,SANTA CLARA,PRIVATE,,SAN JOSE,ALMADEN COUNTRY,68,0,9,59,59
7027733,SANTA CLARA,PRIVATE,,SAN JOSE,APOSTLES LUTHERAN ELEM.,29,0,0,27,27
6996243,SANTA CLARA,PRIVATE,,SAN JOSE,CALVARY  CHRISTIAN ACADEMY,14,0,2,12,11
6203087,SANTA CLARA,PRIVATE,,SAN JOSE,CARDEN DAY SCHOOL OF SAN JOSE,25,0,2,23,23
7098288,SANTA CLARA,PRIVATE,,SAN JOSE,CHALLENGER,139,0,0,139,139
6132054,SANTA CLARA,PRIVATE,,SAN JOSE,CHALLENGER,34,0,0,34,32
7103385,SANTA CLARA,PRIVATE,,SAN JOSE,CHALLENGER,104,1,1,102,100
7098270,SANTA CLARA,PRIVATE,,SAN JOSE,CHALLENGER,47,0,0,47,47
6131973,SANTA CLARA,PRIVATE,,SAN JOSE,CHALLENGER,88,0,1,87,80
6133714,SANTA CLARA,PRIVATE,,SAN JOSE,CHAMPION SCHOOL,24,0,0,24,24
7034259,SANTA CLARA,PRIVATE,,SAN JOSE,EAST VALLEY CHRISTIAN SCHOOL,59,0,0,59,56
6202642,SANTA CLARA,PRIVATE,,SAN JOSE,FUTURE ASSETS,11,0,1,10,7
7019169,SANTA CLARA,PRIVATE,,SAN JOSE,HOLY FAMILY SCHOOL,35,2,0,33,31
7101579,SANTA CLARA,PRIVATE,,SAN JOSE,HOLY SPIRIT,60,0,1,59,59
9143504,SANTA CLARA,PRIVATE,,SAN JOSE,KINDER-CARE #1187,17,0,0,17,17
6137574,SANTA CLARA,PRIVATE,,SAN JOSE,LEGACY CHRISTIAN SCHOOL,14,0,0,14,14
6133417,SANTA CLARA,PRIVATE,,SAN JOSE,MERRYHILL MABURY ELEMENTARY SCHOOL,28,0,0,28,28
6999544,SANTA CLARA,PRIVATE,,SAN JOSE,MILPITAS CHRISTIAN ELEM.,60,1,1,46,43
7084619,SANTA CLARA,PRIVATE,,SAN JOSE,MONTESSORI ACAD.,10,0,0,10,10
6979371,SANTA CLARA,PRIVATE,,SAN JOSE,MOST HOLY TRINITY,29,0,0,27,27
6135313,SANTA CLARA,PRIVATE,,SAN JOSE,NJERI'S MORNING GLORY KINDERGARTENÃ‚â‚¬â€œFIRST,18,0,9,9,1
6916274,SANTA CLARA,PRIVATE,,SAN JOSE,ONE WORLD MONTESSORI SCHOOL,24,0,1,23,23
6998058,SANTA CLARA,PRIVATE,,SAN JOSE,PRIMARY PLUS - AMBER DRIVE,52,1,1,50,47
6979421,SANTA CLARA,PRIVATE,,SAN JOSE,QUEEN OF APOSTLES,28,1,0,27,27
6980411,SANTA CLARA,PRIVATE,,SAN JOSE,SAINT CHRISTOPHER,60,0,0,60,60
6905178,SANTA CLARA,PRIVATE,,SAN JOSE,SAINT THOMAS MORE,21,0,1,20,20
6980247,SANTA CLARA,PRIVATE,,SAN JOSE,SAINT VICTOR ELEM.,30,0,0,30,30
7008956,SANTA CLARA,PRIVATE,,SAN JOSE,SCHOLARS ACADEMY,12,0,0,12,12
6980445,SANTA CLARA,PRIVATE,,SAN JOSE,ST. FRANCES CABRINI,67,0,1,66,66
6980452,SANTA CLARA,PRIVATE,,SAN JOSE,ST. JOHN VIANNEY,55,0,1,54,54
6980510,SANTA CLARA,PRIVATE,,SAN JOSE,ST. LEO THE GREAT,31,0,0,31,31
6980544,SANTA CLARA,PRIVATE,,SAN JOSE,ST. MARTIN OF TOURS ELEM.,36,0,0,36,36
6980221,SANTA CLARA,PRIVATE,,SAN JOSE,ST. PATRICK ELEM.,21,0,0,21,20
6917025,SANTA CLARA,PRIVATE,,SAN JOSE,ST. TIMOTHY'S LUTHERAN,19,0,1,18,18
7102205,SANTA CLARA,PRIVATE,,SAN JOSE,STARBRIGHT,14,0,4,10,10
6206015,SANTA CLARA,PRIVATE,,SAN JOSE,STRATFORD,63,2,0,61,54
6983522,SANTA CLARA,PRIVATE,,SAN JOSE,THE HARKER SCHOOL,81,0,0,81,81
6956478,SANTA CLARA,PRIVATE,,SAN JOSE,TOWER ACADEMY,15,0,0,15,15
6135321,SANTA CLARA,PRIVATE,,SAN JOSE,TRUST PRIMARY SCHOOL,15,0,0,15,15
6980338,SANTA CLARA,PRIVATE,,SAN JOSE,VALLEY CHRTN. ELEM.,57,1,4,52,52
6992325,SANTA CLARA,PRIVATE,,SANTA CLARA,CARDEN ACADEMY OF SANTA CLARA,26,0,0,25,25
7061401,SANTA CLARA,PRIVATE,,SANTA CLARA,DELPHI ACAD. OF SANTA  CLARA,25,0,1,24,24
7084692,SANTA CLARA,PRIVATE,,SANTA CLARA,GRANADA ISLAMIC,59,0,1,58,58
7090608,SANTA CLARA,PRIVATE,,SANTA CLARA,MONTICELLO ACADEMY,45,0,0,45,45
6141865,SANTA CLARA,PRIVATE,,SANTA CLARA,MONTICELLO ACADEMY,17,0,1,16,16
7105125,SANTA CLARA,PRIVATE,,SANTA CLARA,NORTH VALLEY BAPTIST SCHOOOLS,13,0,4,4,5
9843503,SANTA CLARA,PRIVATE,,SANTA CLARA,ONE WORLD MONTESSORI,16,0,0,16,16
6980494,SANTA CLARA,PRIVATE,,SANTA CLARA,SAINT JUSTIN,29,0,0,29,29
6980502,SANTA CLARA,PRIVATE,,SANTA CLARA,SAINT LAWRENCE ELEM. & MIDDLE SC,34,0,0,34,34
7089618,SANTA CLARA,PRIVATE,,SANTA CLARA,SANTA CLARA CHRTN.,17,0,0,17,17
6980429,SANTA CLARA,PRIVATE,,SANTA CLARA,ST. CLARE,33,0,0,33,33
943501,SANTA CLARA,PRIVATE,,SANTA CLARA,STRATFORD SCHOOL,81,0,0,81,79
6137681,SANTA CLARA,PRIVATE,,SANTA CLARA,STRATFORD SCHOOL,34,0,0,33,25
6142517,SANTA CLARA,PRIVATE,,SARATOGA,CHALLENGER,10,0,0,10,10
6979462,SANTA CLARA,PRIVATE,,SARATOGA,SACRED HEART,24,0,0,24,24
6980387,SANTA CLARA,PRIVATE,,SARATOGA,ST. ANDREW'S,36,0,1,35,35
7083058,SANTA CLARA,PRIVATE,,SUNNYVALE,CHALLENGER,76,1,1,74,74
7082738,SANTA CLARA,PRIVATE,,SUNNYVALE,FRENCH AMERICAN SCH.  OF SILICON,24,0,1,23,20
7086606,SANTA CLARA,PRIVATE,,SUNNYVALE,KINDERCARE,11,0,0,10,11
6925929,SANTA CLARA,PRIVATE,,SUNNYVALE,RAINBOW MONTESSORI C.D.C.,169,0,0,169,162
6979447,SANTA CLARA,PRIVATE,,SUNNYVALE,RESURRECTION,24,0,0,24,23
6205074,SANTA CLARA,PRIVATE,,SUNNYVALE,SILICON VALLEY ACADEMY,30,0,1,29,29
6987721,SANTA CLARA,PRIVATE,,SUNNYVALE,SOUTH PENINSULA HEBREW DAY,29,0,0,23,24
6980437,SANTA CLARA,PRIVATE,,SUNNYVALE,ST. CYPRIAN,21,0,0,21,21
6980536,SANTA CLARA,PRIVATE,,SUNNYVALE,ST. MARTIN'S ELEM.,17,0,0,17,14
6202956,SANTA CLARA,PRIVATE,,SUNNYVALE,STRATFORD,60,0,0,60,50
7102759,SANTA CLARA,PRIVATE,,SUNNYVALE,STRATFORD,58,0,1,57,55
6923825,SANTA CLARA,PRIVATE,,SUNNYVALE,SUNNYVALE CHRTN.,20,0,0,20,20
6049563,SANTA CRUZ,PUBLIC,BONNY DOON UNION ELEMENTARY,SANTA CRUZ,BONNY DOON ELEM.,26,0,3,23,23
6049571,SANTA CRUZ,PUBLIC,HAPPY VALLEY ELEMENTARY,SANTA CRUZ,HAPPY VALLEY ELEM.,13,0,6,7,7
6114102,SANTA CRUZ,PUBLIC,LIVE OAK ELEMENTARY,SANTA CRUZ,DEL MAR ELEMENTARY,75,0,2,73,64
6049597,SANTA CRUZ,PUBLIC,LIVE OAK ELEMENTARY,SANTA CRUZ,GREEN ACRES,81,0,1,79,78
6049605,SANTA CRUZ,PUBLIC,LIVE OAK ELEMENTARY,SANTA CRUZ,LIVE OAK ELEM.,71,0,1,68,63
6118673,SANTA CRUZ,PUBLIC,LIVE OAK ELEMENTARY,SANTA CRUZ,OCEAN ALTERNATIVE EDUCATION CENT,15,0,9,4,5
100388,SANTA CRUZ,PUBLIC,LIVE OAK ELEMENTARY,SANTA CRUZ,TIERRA PACIFICA CHARTER,16,0,2,11,11
6049613,SANTA CRUZ,PUBLIC,MOUNTAIN ELEMENTARY,SOQUEL,MOUNTAIN ELEM.,18,0,4,14,14
6049621,SANTA CRUZ,PUBLIC,PACIFIC ELEMENTARY,DAVENPORT,PACIFIC ELEM.,21,0,11,10,10
6049738,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,APTOS,MAR VISTA ELEM.,60,0,9,50,50
6049779,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,APTOS,RIO DEL MAR ELEM.,81,1,4,74,67
6049811,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,APTOS,VALENCIA ELEM.,70,0,5,65,62
6049696,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,FREEDOM,FREEDOM ELEM.,111,0,0,111,110
6049829,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,ALIANZA CHARTER,87,0,0,87,86
6049639,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,AMESTI ELEM.,120,0,0,120,112
6117253,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,ANN SOLDO ELEMENTARY,135,0,0,135,135
6049662,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,BRADLEY ELEM.,61,0,0,59,53
6049670,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,CALABASAS ELEM.,96,1,3,92,91
6049704,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,H. A. HYDE ELEM.,115,0,0,115,104
6049712,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,HALL DISTRICT ELEM.,116,1,0,115,114
102673,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,LANDMARK ELEMENTARY,97,0,0,97,97
6049720,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,LINSCOTT CHARTER,43,0,0,43,43
6049803,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,MACQUIDDY ELEM.,132,0,0,132,132
6049746,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,MINTIE WHITE ELEM.,91,0,0,91,89
6108138,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,OHLONE ELEM.,91,0,0,91,90
102665,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,RADCLIFF ELEMENTARY,105,0,1,104,100
6108146,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,STARLIGHT ELEM.,106,0,0,106,104
6119077,SANTA CRUZ,PUBLIC,PAJARO VALLEY UNIFIED,WATSONVILLE,WATSONVILLE CHARTER SCHOOL OF TH,44,0,2,42,37
6049837,SANTA CRUZ,PUBLIC,SAN LORENZO VALLEY UNIFIED,BOULDER CREEK,BOULDER CREEK ELEM.,88,0,13,73,74
110007,SANTA CRUZ,PUBLIC,SAN LORENZO VALLEY UNIFIED,BOULDER CREEK,OCEAN GROVE CHARTER SCHOOL,135,0,75,60,60
6049852,SANTA CRUZ,PUBLIC,SAN LORENZO VALLEY UNIFIED,FELTON,SAN LORENZO VALLEY ELEM.,94,0,12,82,77
6049860,SANTA CRUZ,PUBLIC,SANTA CRUZ CITY ELEMENTARY,SANTA CRUZ,BAY VIEW ELEM.,112,0,15,95,84
6049886,SANTA CRUZ,PUBLIC,SANTA CRUZ CITY ELEMENTARY,SANTA CRUZ,DE LAVEAGA ELEM.,117,0,7,110,108
6049894,SANTA CRUZ,PUBLIC,SANTA CRUZ CITY ELEMENTARY,SANTA CRUZ,GAULT ELEM.,74,1,8,65,64
6108203,SANTA CRUZ,PUBLIC,SANTA CRUZ CITY ELEMENTARY,SANTA CRUZ,MONARCH COMMUNITY SCHOOL,15,0,9,6,6
6049928,SANTA CRUZ,PUBLIC,SANTA CRUZ CITY ELEMENTARY,SANTA CRUZ,WESTLAKE ELEM.,104,0,11,89,84
6049936,SANTA CRUZ,PUBLIC,SCOTTS VALLEY UNIFIED,SANTA CRUZ,BROOK KNOLL ELEM.,85,2,9,72,73
6049951,SANTA CRUZ,PUBLIC,SCOTTS VALLEY UNIFIED,SCOTTS VALLEY,VINE HILL ELEM.,83,2,5,71,65
6049977,SANTA CRUZ,PUBLIC,SOQUEL UNION ELEMENTARY,SANTA CRUZ,SANTA CRUZ GARDENS ELEM.,92,0,5,86,79
6111421,SANTA CRUZ,PUBLIC,SOQUEL UNION ELEMENTARY,SOQUEL,MAIN ST. ELEM.,77,0,5,71,66
6049985,SANTA CRUZ,PUBLIC,SOQUEL UNION ELEMENTARY,SOQUEL,SOQUEL ELEM.,69,0,15,54,51
7096902,SANTA CRUZ,PRIVATE,,APTOS,APTOS ACADEMY,10,0,2,8,8
6980080,SANTA CRUZ,PRIVATE,,APTOS,SANTA CRUZ MONTESSORI,30,0,4,26,25
6956569,SANTA CRUZ,PRIVATE,,APTOS,THE ORCHARD SCH., ,,,,
6916779,SANTA CRUZ,PRIVATE,,APTOS,TWIN LAKES CHRISTIAN SCHOOL,42,0,5,37,37
6902456,SANTA CRUZ,PRIVATE,,CORRALITOS,SALESIAN ELEMENTARY AND JUNIOR HIGH SCHOOL,14,0,1,13,12
6988018,SANTA CRUZ,PRIVATE,,SANTA CRUZ,GATEWAY SCHOOL,31,0,5,25,23
6980023,SANTA CRUZ,PRIVATE,,SANTA CRUZ,GOOD SHEPHERD CATHOLIC SCH.,24,0,1,23,21
6980049,SANTA CRUZ,PRIVATE,,SANTA CRUZ,HOLY CROSS ELEM & JR. HIGH,19,0,0,19,7
6900088,SANTA CRUZ,PRIVATE,,SANTA CRUZ,SANTA CRUZ WALDORF,44,0,25,19,19
6902472,SANTA CRUZ,PRIVATE,,SANTA CRUZ,SPRING HILL ADVANCED ELEMENTARY,16,0,0,16,16
6931158,SANTA CRUZ,PRIVATE,,SCOTTS VALLEY,BAYMONTE CHRTN. SCH.,24,0,1,23,22
7091663,SANTA CRUZ,PRIVATE,,SOQUEL,TARA REDWOOD,19,0,5,13,10
6988026,SANTA CRUZ,PRIVATE,,WATSONVILLE,GREEN VALLEY CHRTN.,19,0,0,19,19
6980064,SANTA CRUZ,PRIVATE,,WATSONVILLE,MORELAND NOTRE DAME,30,0,0,30,30
6911812,SANTA CRUZ,PRIVATE,,WATSONVILLE,MT. MADONNA,15,0,3,12,7
6050074,SHASTA,PUBLIC,BELLA VISTA ELEMENTARY,BELLA VISTA,BELLA VISTA SCHOOL,42,0,3,39,38
6050082,SHASTA,PUBLIC,BLACK BUTTE UNION ELEMENTARY,SHINGLETOWN,BLACK BUTTE ELEM.,18,0,0,18,15
6050132,SHASTA,PUBLIC,CASCADE UNION ELEMENTARY,ANDERSON,ANDERSON HEIGHTS ELEM.,27,0,4,23,21
6050140,SHASTA,PUBLIC,CASCADE UNION ELEMENTARY,ANDERSON,MEADOW LANE ELEM.,108,0,0,99,93
6050157,SHASTA,PUBLIC,CASCADE UNION ELEMENTARY,ANDERSON,VERDE VALE ELEM.,31,0,0,31,31
6050181,SHASTA,PUBLIC,COLUMBIA ELEMENTARY,REDDING,COLUMBIA ELEM.,134,0,8,121,103
121640,SHASTA,PUBLIC,COTTONWOOD UNION ELEMENTARY,COTTONWOOD,COTTONWOOD CREEK CHARTER SCHOOL,13,0,1,12,11
6050199,SHASTA,PUBLIC,COTTONWOOD UNION ELEMENTARY,COTTONWOOD,EAST COTTONWOOD ELEM.,119,0,9,110,110
6050215,SHASTA,PUBLIC,ENTERPRISE ELEMENTARY,REDDING,ALTA MESA ELEM.,33,0,0,33,32
6111470,SHASTA,PUBLIC,ENTERPRISE ELEMENTARY,REDDING,BOULDER CREEK,116,1,4,110,106
6050223,SHASTA,PUBLIC,ENTERPRISE ELEMENTARY,REDDING,LASSEN VIEW ELEM.,90,0,6,84,72
6050231,SHASTA,PUBLIC,ENTERPRISE ELEMENTARY,REDDING,MISTLETOE ELEM.,76,0,8,68,68
6050256,SHASTA,PUBLIC,ENTERPRISE ELEMENTARY,REDDING,ROTHER ELEM.,77,0,1,76,63
6050264,SHASTA,PUBLIC,ENTERPRISE ELEMENTARY,REDDING,SHASTA MEADOWS ELEM.,53,0,4,49,42
6050272,SHASTA,PUBLIC,FALL RIVER JOINT UNIFIED,BURNEY,BURNEY ELEM.,52,0,5,45,40
6050280,SHASTA,PUBLIC,FALL RIVER JOINT UNIFIED,FALL RIVER MILLS,FALL RIVER ELEM,50,0,0,48,43
120170,SHASTA,PUBLIC,GATEWAY UNIFIED,REDDING,ACADEMY OF PERSONALIZED LEARNING,27,0,17,10,9
6050090,SHASTA,PUBLIC,GATEWAY UNIFIED,REDDING,BUCKEYE SCHOOL OF THE ARTS,67,0,3,64,64
6117840,SHASTA,PUBLIC,GATEWAY UNIFIED,REDDING,NORTH WOODS DISCOVERY CHARTER SCH,23,0,1,22,22
115345,SHASTA,PUBLIC,GATEWAY UNIFIED,REDDING,REDDING SCHOOL OF THE ARTS II,65,0,12,53,52
113407,SHASTA,PUBLIC,GATEWAY UNIFIED,REDDING,ROCKY POINT CHARTER,25,1,2,22,21
6050579,SHASTA,PUBLIC,GATEWAY UNIFIED,SHASTA LAKE,GRAND OAKS ELEMENTARY SCHOOL,52,0,0,52,51
110221,SHASTA,PUBLIC,GATEWAY UNIFIED,SHASTA LAKE,SHASTA LAKE SCHOOL,56,0,3,53,53
6050330,SHASTA,PUBLIC,GRANT ELEMENTARY,REDDING,GRANT ELEM.,72,0,9,63,63
6097703,SHASTA,PUBLIC,HAPPY VALLEY UNION ELEMENTARY,ANDERSON,HAPPY VALLEY PRIMARY,54,0,4,47,49
6050397,SHASTA,PUBLIC,JUNCTION ELEMENTARY,PALO CEDRO,JUNCTION ELEM.,33,0,0,33,32
6050405,SHASTA,PUBLIC,MILLVILLE ELEMENTARY,MILLVILLE,MILLVILLE ELEM.,27,0,6,16,19
6050173,SHASTA,PUBLIC,MOUNTAIN UNION ELEMENTARY,MONTGOMERY CREEK,MONTGOMERY CREEK SCHOOL,13,0,2,7,7
6050421,SHASTA,PUBLIC,NORTH COW CREEK ELEMENTARY,PALO CEDRO,NORTH COW CREEK ELEM.,24,0,3,21,17
6050454,SHASTA,PUBLIC,PACHECO UNION ELEMENTARY,ANDERSON,PRAIRIE ELEM.,60,0,9,50,50
6050462,SHASTA,PUBLIC,REDDING ELEMENTARY,REDDING,BONNY VIEW ELEM.,45,2,0,43,31
6050470,SHASTA,PUBLIC,REDDING ELEMENTARY,REDDING,CYPRESS ELEM.,44,0,1,43,38
6050488,SHASTA,PUBLIC,REDDING ELEMENTARY,REDDING,JUNIPER SCHOOL,32,0,0,30,28
6050512,SHASTA,PUBLIC,REDDING ELEMENTARY,REDDING,MANZANITA ELEM.,108,0,6,102,96
6117931,SHASTA,PUBLIC,REDDING ELEMENTARY,REDDING,MONARCH LEARNING CENTER,13,0,1,12,12
6116925,SHASTA,PUBLIC,REDDING ELEMENTARY,REDDING,STELLAR CHARTER SCHOOL,15,0,8,7,7
6050538,SHASTA,PUBLIC,REDDING ELEMENTARY,REDDING,SYCAMORE ELEM.,40,0,0,39,27
6101612,SHASTA,PUBLIC,REDDING ELEMENTARY,REDDING,TURTLE BAY SCH.,91,0,5,86,85
111674,SHASTA,PUBLIC,SHASTA COUNTY OFFICE OF EDUCATION,PALO CEDRO,CHRYSALIS CHARTER,22,0,1,18,18
6050546,SHASTA,PUBLIC,SHASTA UNION ELEMENTARY,SHASTA,SHASTA ELEM.,20,0,2,18,17
7079163,SHASTA,PRIVATE,,PALO CEDRO,REDDING CHRISTIAN SCHOOL,34,0,3,31,25
7045198,SHASTA,PRIVATE,,REDDING,BETHEL CHRTN.SCHOOL,33,1,13,19,19
6915631,SHASTA,PRIVATE,,REDDING,COUNTRY CHRTN. SCHOOL,18,0,1,17,16
6940852,SHASTA,PRIVATE,,REDDING,LIBERTY CHRISTIAN SCHOOLS,13,0,1,12,11
7010309,SHASTA,PRIVATE,,REDDING,MONTESSORI CHILDREN'S HOUSE OF SHADY OAKS,14,0,4,10,8
6980155,SHASTA,PRIVATE,,REDDING,SAINT JOSEPH'S CATH. SCH.,18,0,3,15,15
6050629,SIERRA,PUBLIC,SIERRA-PLUMAS JOINT UNIFIED,LOYALTON,LOYALTON ELEM.,25,0,0,25,24
6050652,SISKIYOU,PUBLIC,BIG SPRINGS UNION ELEMENTARY,MONTAGUE,BIG SPRINGS ELEM.,21,0,0,21,18
6050702,SISKIYOU,PUBLIC,BUTTE VALLEY UNIFIED,DORRIS,BUTTE VALLEY ELEM.,25,0,1,24,23
6050678,SISKIYOU,PUBLIC,BUTTEVILLE UNION ELEMENTARY,EDGEWOOD,BUTTEVILLE ELEM.,16,0,2,14,12
6050710,SISKIYOU,PUBLIC,DUNSMUIR ELEMENTARY,DUNSMUIR,DUNSMUIR ELEM.,10,0,3,7,7
6050785,SISKIYOU,PUBLIC,HAPPY CAMP UNION ELEMENTARY,HAPPY CAMP,HAPPY CAMP ELEM.,17,0,0,17,17
6050876,SISKIYOU,PUBLIC,MONTAGUE ELEMENTARY,MONTAGUE,MONTAGUE ELEM.,18,0,0,13,9
6050884,SISKIYOU,PUBLIC,MT. SHASTA UNION ELEMENTARY,MOUNT SHASTA,MOUNT SHASTA ELEM.,60,0,0,57,50
6050728,SISKIYOU,PUBLIC,SCOTT VALLEY UNIFIED,ETNA,ETNA ELEM.,22,0,1,21,19
6050751,SISKIYOU,PUBLIC,SCOTT VALLEY UNIFIED,FORT JONES,FORT JONES ELEM.,26,0,3,23,23
117168,SISKIYOU,PUBLIC,SISKIYOU COUNTY OFFICE OF EDUCATION,MT. SHASTA,GOLDEN EAGLE CHARTER,18,0,11,7,7
6050942,SISKIYOU,PUBLIC,WEED UNION ELEMENTARY,WEED,WEED ELEM.,41,0,8,33,33
6067136,SISKIYOU,PUBLIC,YREKA UNION ELEMENTARY,YREKA,EVERGREEN ELEM.,161,0,5,156,156
6050991,SOLANO,PUBLIC,BENICIA UNIFIED,BENICIA,FARMAR (MARY) ELEM.,72,0,0,72,70
6106462,SOLANO,PUBLIC,BENICIA UNIFIED,BENICIA,JOE HENDERSON ELEM.,75,0,0,74,73
6051015,SOLANO,PUBLIC,BENICIA UNIFIED,BENICIA,SEMPLE (ROBERT) ELEM.,71,0,0,71,71
6111165,SOLANO,PUBLIC,BENICIA UNIFIED,BENICIA,TURNER (MATTHEW) ELEM.,77,0,2,75,72
6051049,SOLANO,PUBLIC,DIXON UNIFIED,DIXON,ANDERSON (LINFORD L.) ELEMENTARY,93,0,0,93,91
6120240,SOLANO,PUBLIC,DIXON UNIFIED,DIXON,GRETCHEN HIGGINS,64,0,0,64,64
6110282,SOLANO,PUBLIC,DIXON UNIFIED,DIXON,TREMONT ELEM.,93,0,0,92,92
113092,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,CORDELIA HILLS,96,0,0,96,95
112664,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,DAVID A. WEIR ELEMENTARY,75,0,0,75,74
6051163,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,FAIRVIEW ELEM.,94,0,1,93,86
6051098,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,GORDON (CLEO) ELEM.,127,0,1,126,120
6051197,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,JONES (K. I.) ELEM.,76,0,0,76,76
6051064,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,KYLE (ANNA) ELEM.,146,0,0,146,145
6111405,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,LAUREL CREEK ELEM.,158,0,0,158,157
6115752,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,NELDA MUNDY ELEM.,120,0,5,115,114
6106405,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,OAKBROOK ELEM.,63,0,0,63,62
113084,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,ROLLING HILLS ELEM.,94,0,3,91,91
6051148,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,SHELDON (E. RUTH) ELEM.,79,0,3,76,75
6051221,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,SUISUN VALLEY ELEM.,51,0,0,51,51
6051239,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,TOLENAS ELEM.,105,0,4,100,95
6109136,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,WILSON (GALE) ELEM.,89,0,0,89,89
6051106,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,SUISUN,CRESCENT ELEM.,119,1,3,115,109
6109128,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,SUISUN,ROOT (DAN O.) ELEM.,118,1,0,117,111
6100754,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,SUISUN,SUISUN ELEM.,90,0,4,86,86
122267,SOLANO,PUBLIC,SBE - DIXON MONTESSORI CHARTER,DIXON,DIXON MONTESSORI CHARTER,46,0,3,43,43
6069538,SOLANO,PUBLIC,SOLANO COUNTY OFFICE OF EDUCATION,FAIRFIELD,SPECIAL EDUCATION,20,0,1,19,18
6051254,SOLANO,PUBLIC,TRAVIS UNIFIED,FAIRFIELD CA,CTR. ELEM.,47,0,0,46,44
6068290,SOLANO,PUBLIC,TRAVIS UNIFIED,TRAVIS AFB,SCANDIA ELEM.,84,0,0,83,79
6051270,SOLANO,PUBLIC,TRAVIS UNIFIED,TRAVIS AFB,TRAVIS ELEM.,100,0,1,98,92
6103154,SOLANO,PUBLIC,TRAVIS UNIFIED,VACAVILLE,CAMBRIDGE,104,0,1,101,92
6111652,SOLANO,PUBLIC,TRAVIS UNIFIED,VACAVILLE,FOXBORO ELEM.,103,1,2,99,100
6051288,SOLANO,PUBLIC,VACAVILLE UNIFIED,VACAVILLE,ALAMO ELEM.,66,0,2,64,64
