SCHOOL CODE,COUNTY,PUB/ PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE§,MMR1 ,2 MMR‡ 
6015820,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,ANNALEE AVE. ELEM.,46,0,0,17,9
6016042,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,BONITA STREET ELEM.,93,0,0,90,54
6016117,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,BROADACRES AVE. ELEM.,51,0,1,45,25
6016349,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,CAROLDALE AVE. ELEM.,125,0,0,117,121
6016364,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,CARSON STREET ELEM.,113,0,0,110,106
6016406,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,CATSKILL AVE. ELEM.,109,0,0,109,103
6016737,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,DEL AMO ELEM.,70,0,1,65,54
6016786,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,DOLORES STREET ELEM.,97,0,0,95,74
6017826,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,LEAPWOOD AVE. ELEM.,52,0,1,51,47
6019541,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,TOWNE AVE. ELEM.,45,0,0,44,38
6019616,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CARSON,TWO HUNDRED THIRTY-SECOND PL. EL,91,0,0,89,66
6016463,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CHATSWORTH,CHATSWORTH PARK ELEM.,58,0,6,52,52
6017263,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CHATSWORTH,GERMAIN STREET ELEM.,118,0,2,115,115
109934,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CHATSWORTH,OUR COMMUNITY CHARTER,44,0,4,40,40
6019392,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CHATSWORTH,SUPERIOR STREET ELEM.,91,0,0,91,89
6016885,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CUDAHY,ELIZABETH  LEARNING CENTER,102,0,0,95,81
6018667,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CUDAHY,PARK AVE. ELEM.,92,0,0,88,63
122168,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CUDAHY,SOUTH REGION ELEMENTARY SCHOOL #3,86,0,0,86,85
6107411,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CUDAHY,TERESA HUGHES ELEM.,108,0,0,107,106
6016059,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CULVER CITY,BRADDOCK DRIVE ELEM.,51,0,0,51,50
6018741,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CULVER CITY,PLAYA DEL REY ELEM.,44,0,4,40,40
6019350,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,CULVER CITY,STONER AVE. ELEM.,79,0,1,50,47
6016901,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,ENCINO,EMELITA STREET ELEM.,75,0,1,70,72
6016935,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,ENCINO,ENCINO ELEM.,107,1,2,102,89
6017768,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,ENCINO,LANAI ROAD ELEM.,115,1,6,107,107
112060,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,ENCINO,VALLEY REGION HESBY SPAN,38,0,1,37,35
6015762,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,AMESTOY ELEM.,108,0,0,104,96
6016430,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,CHAPMAN ELEM.,67,0,0,57,34
6016752,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,DENKER AVE. ELEM.,117,0,1,114,112
6017214,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,GARDENA ELEM.,98,0,0,82,47
6018477,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,ONE HUNDRED EIGHTY-SIXTH ST. ELE,149,0,0,148,126
6018493,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,ONE HUNDRED FIFTY-SIXTH ST. ELEM,48,0,0,48,47
6018501,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,ONE HUNDRED FIFTY-THIRD ST. ELEM,70,0,1,67,57
6018550,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,ONE HUNDRED THIRTY-FIFTH ST. ELE,129,0,0,118,90
6018808,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GARDENA,PURCHE AVE. ELEM.,82,1,0,80,76
6016695,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,DANUBE AVE. ELEM.,74,0,1,73,70
6016869,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,EL ORO WAY ELEM.,75,0,2,73,73
6017339,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,GRANADA ELEM.,82,0,0,80,76
6017503,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,HASKELL ELEM.,62,0,3,57,50
6017743,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,KNOLLWOOD ELEM.,79,0,0,79,75
6019566,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,TULSA STREET ELEM.,83,0,0,83,82
6019673,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,GRANADA HILLS,VAN GOGH STREET ELEM.,92,0,3,89,83
6017461,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HARBOR CITY,HARBOR CITY ELEM.,102,0,0,98,95
6018428,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HARBOR CITY,NORMONT ELEM.,77,0,0,70,64
6018790,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HARBOR CITY,PRESIDENT AVE. ELEM.,78,0,1,73,71
6016497,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HAWTHORNE,CIMARRON AVE. ELEM.,48,0,1,47,40
122614,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON,ASPIRE GATEWAY ACADEMY,75,0,0,75,73
109660,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,ANTONIO MARIA LUGO ACADEMY,22,0,0,22,22
117960,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,ASPIRE HUNTINGTON PARK CHARTER,46,0,1,45,45
109421,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,HOPE STREET ELEM,123,0,0,123,117
111997,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,HUNTINGTON PARK ELEM,86,0,0,85,83
121707,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,KIPP COMIENZA COMMUNITY PREP,104,0,2,102,102
109272,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,MIDDLETON NEW PRIMARY CENTER,235,0,1,234,226
6018170,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,MILES AVE. ELEM.,212,0,1,211,208
109322,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,PACIFIC BOULEVARD,85,0,0,66,44
6112411,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,SAN ANTONIO ELEM.,126,0,0,108,93
6110977,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,HUNTINGTON PARK,WALNUT PARK ELEM.,142,0,0,141,140
6016414,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,INGLEWOOD,CENTURY PARK ELEM., ,,,,
6017842,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LAKE BALBOA,LEMAY STREET ELEM.,66,0,0,66,58
6016067,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LAKE VIEW TERRACE,BRAINARD AVE. ELEM.,42,0,0,36,27
115048,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LAKE VIEW TERRACE,FENTON PRIMARY CENTER,261,0,2,258,256
6016950,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOMITA,ESHELMAN AVE. ELEM.,121,0,2,116,106
6017933,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOMITA,LOMITA MATH/SCIENCE MAGNET,92,0,0,88,79
6016794,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LONG BEACH,DOMINGUEZ ELEM.,125,0,0,125,125
111948,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,4TH STREET PRIMARY CENTER,160,0,0,158,154
6112536,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ACCELERATED,68,0,2,66,66
100743,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ACCELERATED SCHOOL,40,0,0,40,40
6015705,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALBION ELEM.,52,0,0,52,52
6015713,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALDAMA ELEM.,104,0,0,88,73
102491,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALEXANDER SCIENCE CENTER,120,0,1,114,100
6015721,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALEXANDRIA AVE. ELEM.,185,0,0,177,153
6060545,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALFONSO B. PEREZ SCHOOL,21,0,0,21,21
6015739,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALLESANDRO ELEM.,71,0,0,68,57
6015747,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ALTA LOMA ELEM.,131,0,0,120,94
109280,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,AMANECER PRIMARY CENTER,90,0,0,76,48
121103,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,AMBASSADOR SCHOOL OF GLOBAL EDUCATION,66,0,1,65,63
6015804,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ANGELES MESA ELEM.,78,0,0,78,62
6015812,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ANN STREET ELEM.,34,0,0,32,25
6015838,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ANNANDALE ELEM.,58,0,1,56,42
6015853,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ARAGON AVE. ELEM.,79,0,0,79,69
6015861,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ARLINGTON HEIGHTS ELEM.,92,0,1,90,84
1932896,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ARROYO SECO MUSEUM SCIENCE MAGNET,24,0,0,23,20
6015887,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ASCOT AVE. ELEM.,119,0,0,119,116
124800,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ASPIRE INSKEEP ACADEMY,46,0,0,46,40
124784,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ASPIRE SLAUSON ACADEMY,46,1,0,45,45
124792,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ASPIRE TATE ACADEMY,45,0,0,42,42
6015895,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ATWATER AVE. ELEM.,42,1,0,41,39
109348,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,AURORA ELEMENTARY,82,0,0,79,80
6015903,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,AVALON GARDENS ELEM.,23,0,0,23,23
109231,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BAKEWELL PRIMARY CENTER,207,0,1,206,206
6015929,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BALDWIN HILLS ELEM.,53,0,1,42,32
6015994,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BEETHOVEN STREET ELEM.,62,0,5,57,57
6016018,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BELVEDERE ELEM.,149,0,0,149,146
6019491,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BIRDIELEE V. BRIGHT ELEM.,114,0,0,99,77
6016810,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BRADLEY MAGNET,56,0,0,53,47
6016075,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BREED STREET ELEM.,73,0,0,73,70
6016083,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BRENTWOOD SCIENCE MAGNET,24,0,1,16,11
6016091,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BRIDGE STREET ELEM.,52,0,0,52,50
6016133,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BROCKTON AVE. ELEM.,36,0,0,33,28
6016141,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BROOKLYN AVE. ELEM.,85,0,0,85,85
6016166,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BUCHANAN STREET ELEM.,85,0,2,83,81
6016174,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BUDLONG/MUIR PRIMARY CTR (KIND),161,1,0,160,149
6016216,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,BUSHNELL WAY ELEM.,71,0,2,67,59
6016232,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAHUENGA ELEM.,135,0,0,133,128
124826,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAMINO NUEVO - SANDRA CISNEROS LA,77,0,0,71,63
122564,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAMINO NUEVO CHARTER ACADEMY - CASTELLANOS,71,0,0,68,59
919003,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAMINO NUEVO CHARTER ACADEMY (BURLINGTON CAMPUS),70,0,0,70,63
919001,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CAMINO NUEVO CHARTER ACADEMY (HARVARD K-8),42,0,0,42,42
6016281,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CANFIELD AVE. ELEM.,74,0,9,61,56
122101,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CARSON-GORE ACADEMY OF ENVIORNMENTAL STUDIES,110,0,0,105,107
6016372,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CARTHAY CTR. ELEM.,60,0,3,57,52
6016380,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CASTELAR STREET ELEM.,102,0,2,100,100
6016398,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CASTLE HEIGHTS ELEM.,95,0,1,94,90
123984,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CELERITY CARDINAL CHARTER,56,0,0,56,56
115766,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CELERITY DYAD CHARTER,68,0,0,68,63
108910,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CELERITY NASCENT CHARTER,129,0,1,128,118
122655,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CELERITY OCTAVIA CHARTER,77,0,0,76,61
123166,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CELERITY PALMATI CHARTER,63,0,0,63,63
115782,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CELERITY TROIKA CHARTER,86,0,1,84,66
122127,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CENTRAL REGION ELEMENTARY SCHOOL #17,50,0,0,50,50
109439,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CESAR CHAVEZ ELEM,55,0,0,54,54
6018360,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CHARLES BARRETT ELEM.,188,0,0,179,169
6016448,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CHARNOCK ROAD ELEM.,56,0,1,49,37
6016471,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CHEREMOYA AVE. ELEM.,53,0,0,53,49
6016489,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CIENEGA ELEM.,142,0,0,123,100
122556,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CITIZENS OF THE WORLD CHARTER,64,1,1,62,51
6016505,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CITY TERRACE ELEM.,80,0,1,79,78
6016513,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CLIFFORD STREET ELEM.,29,0,1,26,22
6016521,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CLOVER AVE. ELEM.,121,0,3,118,115
6016570,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COLISEUM STREET ELEM.,58,0,0,55,48
6016604,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COMMONWEALTH AVENUE ELEM,47,0,1,46,45
6094726,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COMMUNITY,68,2,1,61,56
6016612,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COMPTON AVE. ELEM.,71,1,0,70,62
6016646,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COWAN AVE. ELEM.,24,0,3,20,20
6016653,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,CRESCENT HTS. BLVD. ELEM.,50,0,0,49,45
6016687,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DAHLIA HEIGHTS ELEM.,47,0,2,44,40
6016711,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DAYTON HEIGHTS ELEM.,110,0,0,107,95
6016745,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DELEVAN DRIVE ELEM.,83,0,2,77,70
122135,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DELORES HUERTA ELEMENTARY,64,0,0,64,62
6016679,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DENA ELEM.,48,0,0,47,43
109223,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DENA NEW PRIMARY CENTER,47,0,0,47,47
6016802,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DORRIS PLACE ELEM.,39,0,0,39,38
6119903,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DOWNTOWN VALUE SCHOOL,42,0,0,40,37
117028,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DR. JAMES EDWARD JONES PRIMARY CENTER,59,0,0,58,57
122143,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,DR. OWEN LLOYD KNOX ELEMENTARY,133,0,0,131,128
6016836,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EAGLE ROCK ELEM.,81,0,2,77,77
6016844,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EASTMAN AVE. ELEM.,179,0,0,178,177
6016877,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EL SERENO ELEM.,63,0,0,63,63
6016893,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ELYSIAN HEIGHTS ELEM.,24,0,1,22,20
119982,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EQUITAS ACADEMY CHARTER,87,0,0,87,87
6110969,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ESPERANZA ELEM.,140,0,0,138,138
122119,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,ESTRELLA ELEMENTARY,90,0,0,90,88
6016968,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EUCLID AVE. ELEM.,142,0,0,142,142
6016976,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EVERGREEN AVE. ELEM.,161,0,0,161,157
124198,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EXTERA PUBLIC,72,0,0,71,67
6016992,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FAIRBURN AVE. ELEM.,92,1,2,81,67
6017008,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FARMDALE ELEM.,86,0,0,81,79
6017040,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FIFTY-FOURTH STREET ELEM.,57,0,0,55,43
6017057,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FIFTY-NINTH STREET ELEM.,70,0,0,61,61
6017065,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FIFTY-SECOND STREET ELEM.,137,0,0,115,90
6017099,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FIRST STREET ELEM.,129,0,0,123,123
6017115,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FLETCHER DRIVE ELEM.,69,0,0,68,47
6017123,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FLORENCE AVE. ELEM.,119,0,0,119,117
6018527,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FLORENCE GRIFFITH-JOYNER ELEM.,130,1,0,129,129
6018485,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FLOURNOY ELEM.,129,0,0,117,93
6017131,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FORD BLVD. ELEM.,166,1,0,165,163
6017149,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FORTY-NINTH STREET ELEM.,152,0,1,151,146
6017156,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FORTY-SECOND STREET ELEM.,57,0,0,53,53
6061451,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FOSHAY LRNG. CTR.,24,0,0,24,24
111971,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FRANK DEL OLMO ELEMENTARY,169,0,0,160,95
6017172,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FRANKLIN AVE. ELEM.,86,0,10,76,76
117952,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FREDRICK DOUGLASS ACADEMY ELEMENTARY,73,0,0,73,73
115311,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FULL CIRCLE LEARNING ACADEMY,19,0,0,19,19
120667,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,FUTURO COLLEGE PREPARATORY ELEMENTARY,68,0,1,65,59
108886,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GABRIELLA CHARTER,43,0,1,42,42
6017222,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GARDNER STREET ELEM.,60,0,2,54,54
112334,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GARR ACADEMY OF MATHEMATICS & ENTREPRENEURIAL STUD,60,0,0,60,60
6017230,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GARVANZA ELEM.,61,0,1,58,58
6017248,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GATES STREET ELEM.,119,0,0,115,104
6017271,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GLASSELL PARK ELEM.,80,0,0,68,58
6017297,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GLEN ALTA ELEM.,37,0,0,37,36
6017305,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GLENFELIZ BLVD. ELEM.,51,0,1,50,48
114967,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GLOBAL EDUCATION ACADEMY,40,0,0,40,40
117978,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GOETHE INTERNATIONAL CHARTER,96,0,12,84,80
6017321,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GRAHAM ELEM.,132,0,0,132,128
6017347,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GRAND VIEW BLVD. ELEM.,115,0,2,84,64
6017354,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GRANT ELEM.,85,0,0,85,85
6017362,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GRAPE STREET ELEM.,125,0,0,120,108
6017396,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GRIFFIN AVE. ELEM.,105,0,0,94,97
6018881,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HAMASAKI ELEM.,53,0,0,51,47
6017453,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HANCOCK PARK ELEM.,160,0,3,157,155
106955,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HARMONY ELEM,142,0,0,138,127
6017487,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HARRISON STREET ELEM., ,,,,
109314,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,"HARVARD ELEM, SCHOOL",83,0,0,77,69
6017586,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HILLCREST DRIVE ELEM.,117,0,0,108,82
6017594,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HILLSIDE ELEM.,63,0,0,63,61
6017602,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,HOBART BLVD. ELEM.,116,0,0,116,114
