SCHOOL CODE,COUNTY,PUBLIC/  PRIVATE,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,PME,PBE§,MMR1 
6039283,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,BURBANK ELEM.,84,0,0,84
6039291,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CABRILLO ELEM.,60,0,1,59
6039309,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CADMAN ELEM.,23,0,0,21
6039341,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CARSON ELEM.,89,0,2,87
6039358,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CARVER ELEM.,53,1,1,43
6039366,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CENTRAL ELEM.,143,0,1,135
6113211,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHANCELLOR MCGILL SCHOOL OF SUCC,35,0,1,34
6114300,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHAVEZ (CESAR) ELEMENTARY,93,0,0,82
108282,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHEROKEE POINT ELEMENTARY,85,0,0,80
6039374,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHESTERTON ELEM.,73,0,1,72
6039382,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CHOLLAS/MEAD ELEMENTARY,123,0,0,120
6039390,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CLAY ELEM.,73,0,0,72
6039424,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CROWN POINT ELEM.,67,0,10,55
6039432,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CUBBERLEY ELEM.,33,0,0,20
6039440,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CURIE ELEM.,100,0,6,82
6096879,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DAILARD ELEM.,99,0,3,68
6039457,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DARNALL CHARTER,81,0,1,80
6039481,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DEWEY ELEM.,83,0,2,79
6112726,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DINGEMAN (ROBERT E.) ELEM.,154,0,4,150
6099055,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,DOYLE ELEM.,182,0,3,153
6119135,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,E.B. SCRIPPS ELEM,138,0,2,136
6039499,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EDISON ELEM.,96,0,0,96
6039507,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EMERSON ELEM.,104,0,1,99
6039515,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ENCANTO ELEM.,92,1,0,87
6089015,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ERICSON ELEM.,121,0,2,116
6039523,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EUCLID ELEMENTARY,107,0,0,104
121145,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EVANGELINE ROBERTS INSTITUTE OF LEARNING,41,0,0,35
6117683,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,EXPLORER ELEM. CHARTER,48,0,5,43
6039762,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FAY ELEM.,108,0,0,108
6039556,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FIELD ELEM.,43,0,0,43
6039564,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FLETCHER ELEM.,34,0,0,23
6039572,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FLORENCE ELEM.,54,0,1,45
114041,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FLORENCE GRIFFITH JOYNER ELEM,109,0,0,102
6039598,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FOSTER ELEMENTARY,68,0,2,65
6039606,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FRANKLIN ELEM.,43,0,0,42
6039614,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FREESE ELEM.,58,0,1,56
6039630,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,FULTON ELEM.,60,0,0,56
6039648,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GAGE ELEM,69,0,0,68
6039655,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GARFIELD ELEMENTARY,58,0,0,58
108266,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GOLDEN HILL ELEMENTARY,52,0,0,52
6039671,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GRANT ELEM.,81,1,3,75
6039697,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,GREEN ELEM.,75,0,5,66
6109599,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HAGE (WILLARD B.) ELEM.,117,0,4,113
6039705,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HAMILTON ELEM.,112,0,0,109
6096051,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HANCOCK ELEM.,140,0,0,134
6039713,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HARDY ELEM.,69,0,2,65
6039721,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HAWTHORNE ELEM.,41,0,0,39
6039739,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HEARST ELEM.,79,0,1,75
6089023,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HICKMAN ELEM.,120,0,1,118
6039747,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HOLMES ELEMENTARY,83,0,2,81
6039754,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HORTON ELEM.,74,0,1,73
108290,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,IBARRA (HERBERT) ELEMENTARY,98,0,0,96
108548,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,IFTIN CHARTER,55,0,1,52
118083,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,INNOVATIONS ACADEMY,43,0,9,25
6039770,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JEFFERSON ELEM.,46,0,1,44
6099071,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JERABEK ELEM.,139,0,5,134
3730116,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JOHN MUIR,30,0,0,30
6039788,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JOHNSON ELEM.,77,0,1,76
6039796,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JONES ELEM.,84,0,2,82
6039804,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,JUAREZ ELEM.,41,1,1,33
6114292,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KIMBROUGH (JACK) ELEM.,89,0,0,87
6040190,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KING / CHAVEZ PRIMARY ACADEMY,120,0,0,116
6119598,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KING/CHAVEZ ACADEMY OF EXCELLENC,20,0,0,20
6112460,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,KUMEYAAY ELEM.,116,0,8,102
6039853,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LAFAYETTE ELEM.,46,0,3,40
6040000,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LANGUAGE ACAD.,142,0,7,133
106799,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LEARNING CHOICE ACADEMY,56,0,15,33
6039861,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LEE ELEM.,69,0,0,65
6039879,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LINDA VISTA ELEMENTARY,83,0,0,81
6039887,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LINDBERGH / SCHWTZR WEST,103,0,2,101
6039895,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LOGAN ELEM.,101,0,1,100
6039903,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LOMA PORTAL ELEM.,93,0,1,81
6039911,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,LONGFELLOW ELEM.,142,2,7,131
6039952,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MARSHALL ELEM.,82,0,0,78
6039960,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MARVIN ELEM.,91,1,7,83
6071914,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MASON ELEM.,166,0,3,162
6039978,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MCKINLEY ELEM.,87,0,3,83
6093256,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MILLER ELEM.,113,0,5,107
6069116,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MIRAMAR RANCH ELEM.,110,1,1,107
3730751,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MOUNT EVEREST ACAD.,31,0,12,18
6115570,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,MUSEUM ELEM,26,0,5,20
111864,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,NORMAL HEIGHTS ELEMENTARY,71,0,4,67
6114961,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,NUBIA LEADERSHIP ACADEMY,20,0,0,19
6112478,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,NYE ELEM.,77,0,0,74
6040026,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,OAK PARK ELEM.,108,0,0,86
6040034,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,OCEAN BEACH ELEM.,84,0,8,76
123778,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,OLD TOWN ACADEMY K-8 CHARTER,28,0,1,21
120709,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PACIFIC AMERICAN ACADEMY,45,0,0,39
6040042,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PACIFIC BEACH ELEM.,65,0,0,65
6040059,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PARADISE HILLS ELEM.,58,0,0,57
6077317,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PENN ELEM.,68,1,0,57
6039929,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PERKINS ELEM.,47,0,0,47
6040067,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PERRY ELEM.,78,0,1,67
108274,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,PORTER ELEMENTARY - SOUTH CAMPUS,206,0,0,205
114033,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,RODRIGUEZ ELEM,107,0,1,106
6040091,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ROLANDO PARK ELEM.,49,0,0,40
6114375,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ROSA PARKS ELEM. SCHOOL,224,0,0,221
6040109,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ROSS ELEM.,70,0,6,64
6040117,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ROWAN ELEM.,44,0,0,16
6119168,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO COOP. CHARTER,48,0,10,36
121681,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SAN DIEGO GLOBAL VISION ACADEMY,46,1,1,44
6089049,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SANDBURG ELEM.,151,0,8,142
6040133,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SEQUOIA ELEM.,27,0,1,17
6040141,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SESSIONS ELEM.,72,0,1,59
6040158,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SHERMAN ELEM,127,0,1,125
6040166,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SILVER GATE ELEM.,120,0,8,98
6040174,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SPRECKELS ELEM.,123,0,1,122
6040208,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,SUNSET VIEW ELEM.,87,2,7,70
6089056,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,TIERRASANTA ELEM.,76,0,3,70
6040224,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,TOLER ELEM.,39,0,2,37
6040018,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,TUBMAN (HARRIET) VILLAGE CHARTER,28,0,1,23
118000,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,URBAN DISCOVERY ACADEMY CHARTER,41,0,7,34
6040257,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,VALENCIA PARK ELEM.,84,0,3,80
6099089,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,VISTA GRANDE ELEM.,103,0,0,86
6089064,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WALKER ELEM.,109,0,1,108
6040265,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WASHINGTON ELEM.,71,0,3,68
6040273,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WEBSTER ELEM.,56,0,0,56
6040281,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WEGEFORTH ELEM.,43,0,2,41
6040307,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,WHITMAN ELEM.,37,0,0,30
6106199,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,ZAMORANO ELEM.,219,0,3,199
6119119,SAN DIEGO,PUBLIC,SAN DIEGO COUNTY OFFICE OF EDUCATION,EL CAJON,LITERACY FIRST CHARTER,154,0,12,141
120493,SAN DIEGO,PUBLIC,SAN DIEGO COUNTY OFFICE OF EDUCATION,SAN DIEGO,MONARCH ELEMENTARY COMMUNITY SCHOOL,11,0,0,11
6039051,SAN DIEGO,PUBLIC,RANCHO SANTA FE ELEMENTARY,RANCHO SANTA FE,RANCHO SANTA FE ELEM.,50,0,3,42
6110720,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,BARNETT ELEM.,68,0,7,59
6105555,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,DUKES (JAMES) ELEM.,60,0,6,51
6039028,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,HANSON ELEMENTARY,81,0,1,77
6107999,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,MT. WOODSON ELEM.,74,9,2,63
6106264,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,RAMONA COMMUNITY SCHOOL,49,0,9,40
6039036,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,RAMONA ELEM.,81,1,3,74
6097216,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,CHAPARRAL ELEM.,143,0,2,138
6038970,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,GARDEN ROAD ELEM.,102,0,1,101
6038996,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,MIDLAND ELEM.,136,0,10,126
6085088,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,PAINTED ROCK ELEM.,120,0,5,112
6039002,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,POMERADO ELEM.,93,0,2,88
6095053,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,TIERRA BONITA ELEM.,58,0,2,53
6039010,SAN DIEGO,PUBLIC,POWAY UNIFIED,POWAY,VALLEY ELEM.,128,0,3,120
6110878,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,ADOBE BLUFFS ELEM.,81,0,1,76
6106520,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,CANYON VIEW ELEM.,77,0,2,75
6117469,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,CREEKSIDE ELEM,95,0,5,89
6109300,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,DEER CANYON ELEM.,84,0,0,84
116475,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,DEL SUR ELEMENTARY,116,0,2,114
6110886,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,HIGHLAND RANCH,126,0,4,122
6070841,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,LOS PENASQUITOS ELEM.,84,0,0,82
111187,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,MONTEREY RIDGE ELEMENTARY,195,1,3,189
6109318,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,MORNING CREEK ELEM.,145,1,5,139
6111314,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,PARK VILLAGE ELEM.,124,1,5,116
6097208,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,ROLLING HILLS ELEM.,73,0,1,72
6114854,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,SHOAL CREEK ELEM.,114,0,3,103
102822,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,STONE RANCH ELEMENTARY SCHOOL,217,2,5,208
6099444,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,SUNDANCE ELEM.,112,0,4,108
6093231,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,SUNSET HILLS ELEM.,84,0,1,74
6109326,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,TURTLEBACK ELEM.,129,0,1,128
6070858,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,WESTWOOD ELEM.,161,1,4,156
116764,SAN DIEGO,PUBLIC,POWAY UNIFIED,SAN DIEGO,WILLOW GROVE ELEMENTARY,141,0,1,131
101071,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,COASTAL ACADEMY,110,0,19,63
6088991,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,DEL RIO ELEM.,69,0,0,67
113514,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,FOUSSAT ELEMENTARY,112,0,0,109
6069108,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,GARRISON (E. G.) ELEM.,94,0,2,91
6109995,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,IVEY RANCH,123,0,10,112
6038848,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,LAUREL ELEM.,104,0,0,103
6038855,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,LIBBY ELEM.,90,0,0,89
6108211,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,MC AULIFF (CHRISTA) ELEM.,153,0,8,141
6038871,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,MISSION ELEM,71,0,1,70
6119713,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,NICHOLS ELEMENTARY SCHOOL,122,1,2,119
6038889,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,NORTH TERRACE ELEMENTARY,240,0,10,227
6038897,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,PALMQUIST,87,0,7,79
6106546,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,REYNOLDS ELEM.,149,0,2,143
6038905,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,SAN LUIS REY ELEM.,78,0,4,74
6038913,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,SANTA MARGARITA ELEM.,110,0,8,101
6038921,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,SOUTH OCEANSIDE ELEM.,141,0,22,119
6115299,SAN DIEGO,PUBLIC,OCEANSIDE UNIFIED,OCEANSIDE,STUART MESA,172,0,16,151
6038731,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,CENTRAL ELEM.,87,0,1,86
6038749,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,EL TOYON ELEMENTARY,71,0,0,70
6038764,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,HARBISON (IRA) ELEM.,87,0,1,84
101360,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,INEGRITY CHARTER SCHOOL,34,0,0,34
6038772,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,KIMBALL ELEM.,42,0,0,42
6038780,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,LAS PALMAS ELEM.,79,0,0,79
6038798,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,LINCOLN ACRES ELEM.,81,0,0,81
6038806,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,OLIVEWOOD ELEM.,102,0,0,102
6038756,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,OTIS (JOHN A.) ELEM.,76,0,0,75
6038814,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,PALMER WAY ELEM.,113,0,0,113
6108559,SAN DIEGO,PUBLIC,NATIONAL ELEMENTARY,NATIONAL CITY,RANCHO DE LA NACION SCHOOL,80,0,0,78
6038681,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,CAMPO,CAMPO ELEM.,58,0,3,43
6038699,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,DESCANSO,DESCANSO ELEM.,39,0,1,26
6097190,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,POTRERO,POTRERO ELEM.,32,0,1,24
120253,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,VISTA,MOUNTAIN PEAK CHARTER,70,0,29,41
6038673,SAN DIEGO,PUBLIC,LEMON GROVE ELEMENTARY,LA MESA,VISTA LA MESA ELEM.,92,0,6,85
6038608,SAN DIEGO,PUBLIC,LEMON GROVE ELEMENTARY,LEMON GROVE,"LEMON GROVE ACADEMY, ELEMENTARY SCHOOL",82,0,1,81
6038624,SAN DIEGO,PUBLIC,LEMON GROVE ELEMENTARY,LEMON GROVE,MONTEREY HEIGHTS ELEM.,54,0,0,54
6038632,SAN DIEGO,PUBLIC,LEMON GROVE ELEMENTARY,LEMON GROVE,MOUNT VERNON ELEM.,84,0,0,84
6038657,SAN DIEGO,PUBLIC,LEMON GROVE ELEMENTARY,LEMON GROVE,SAN ALTOS ELEM.,48,0,0,48
6038665,SAN DIEGO,PUBLIC,LEMON GROVE ELEMENTARY,LEMON GROVE,SAN MIGUEL ELEM.,65,0,0,65
6120901,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,BARONA INDIAN CHARTER,13,0,0,10
6038343,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LAKESIDE FARMS ELEM.,124,0,13,96
6038368,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LAKEVIEW ELEM.,133,1,5,125
6110092,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LEMON CREST ELEM.,119,0,7,111
6038376,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,LINDO PARK ELEM.,82,0,1,68
121061,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,MANDARIN LANGUAGE ACADEMY,76,0,8,68
6038392,SAN DIEGO,PUBLIC,LAKESIDE UNION ELEMENTARY,LAKESIDE,WINTER GARDENS ELEM.,124,0,8,114
6038442,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,EL CAJON,FLETCHER HILLS ELEM.,92,0,2,90
6038475,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,LA MESA DALE ELEM.,70,0,0,63
6038517,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,LEMON AVE. ELEM.,110,0,7,103
6038525,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,MARYLAND AVE. ELEM.,49,0,0,47
6070833,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,MURDOCK ELEM.,123,0,7,114
6038533,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,MURRAY MANOR ELEM.,117,0,7,109
6038541,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,NORTHMONT ELEM.,49,0,1,40
6038574,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,LA MESA,ROLANDO ELEM.,96,0,3,92
6038400,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,AVONDALE ELEM,89,0,2,87
6038418,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,BANCROFT COMMUNITY,98,0,3,87
6038434,SAN DIEGO,PUBLIC,LA MESA-SPRING VALLEY,SPRING VALLEY,CASA DE ORO ELEM.,48,0,2,45
